f1_slpm,f1_str_acc,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_slpm,f2_str_acc,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg,reach_diff,height_diff,weight_diff,age_diff,slpm_ratio,str_acc_ratio,str_def_ratio,td_avg_ratio,td_acc_ratio,td_def_ratio,sub_avg_ratio,reach_advantage,height_advantage,weight_advantage,age_advantage,f1_striking_score,f2_striking_score,f1_grappling_score,f2_grappling_score,striking_score_diff,grappling_score_diff,reach_x_height,weight_x_reach,age_x_reach,reach_diff_squared,age_diff_squared,weight_diff_squared,striker_vs_grappler,f1_strike_grapple_ratio,f2_strike_grapple_ratio,strike_grapple_ratio_diff,f1_stance_,f1_stance_Orthodox,f1_stance_Southpaw,f1_stance_Switch,f1_stance_nan,f2_stance_,f2_stance_Orthodox,f2_stance_Southpaw,f2_stance_Switch,f2_stance_nan,label
3.55,0.45,0.4,0.87,0.6,0.28,0.0,4.41,0.57,0.52,0.78,0.47,0.51,0.1,0.0,2.0,0,-1.0,0.8049886621315192,0.7894736842105264,0.7692307692307693,1.1153846153846154,1.2765957446808511,0.5490196078431373,0.0,0,0,0,0,0.639,1.3071240000000002,0.14616,0.186966,-0.6681240000000002,-0.04080599999999998,0.0,0.0,-0.0,0.0,1.0,0,0,2.59587260318492,4.5549786385843625,-1.9591060353994423,False,False,True,False,False,False,True,False,False,False,0
4.41,0.57,0.52,0.78,0.47,0.51,0.1,5.88,0.56,0.49,1.17,0.48,0.7,0.2,1.0,1.0,0,6.0,0.75,1.0178571428571426,1.0612244897959184,0.6666666666666667,0.9791666666666666,0.7285714285714286,0.5,0,0,0,0,1.3071240000000002,1.613472,0.186966,0.39311999999999997,-0.30634799999999984,-0.20615399999999998,1.0,0.0,6.0,1.0,36.0,0,0,4.5549786385843625,3.271966255678131,1.2830123829062314,False,True,False,False,False,False,True,False,False,False,0
5.88,0.56,0.49,1.17,0.48,0.7,0.2,4.41,0.57,0.52,0.78,0.47,0.51,0.1,-1.0,-1.0,0,-6.0,1.3333333333333333,0.9824561403508774,0.9423076923076923,1.4999999999999998,1.0212765957446808,1.372549019607843,2.0,0,0,0,1,1.613472,1.3071240000000002,0.39311999999999997,0.186966,0.30634799999999984,0.20615399999999998,1.0,-0.0,6.0,1.0,36.0,0,0,3.271966255678131,4.5549786385843625,-1.2830123829062314,False,True,False,False,False,False,True,False,False,False,1
5.64,0.53,0.55,1.78,0.32,0.6,0.0,5.19,0.53,0.42,0.96,0.28,0.5,1.7,-5.0,-1.0,0,7.0,1.0867052023121386,1.0,1.3095238095238098,1.8541666666666667,1.1428571428571428,1.2,0.0,0,0,0,0,1.64406,1.155294,0.34176,0.13440000000000002,0.48876600000000003,0.20736,5.0,-0.0,-35.0,25.0,49.0,0,0,3.7216135458167328,4.92872866894198,-1.2071151231252468,False,True,False,False,False,False,True,False,False,False,0
5.19,0.53,0.42,0.96,0.28,0.5,1.7,2.49,0.61,0.57,2.92,0.3,0.3,1.3,2.0,1.0,0,0.0,2.0843373493975905,0.8688524590163935,0.736842105263158,0.3287671232876712,0.9333333333333335,1.6666666666666667,1.3076923076923077,0,0,0,0,1.155294,0.865773,0.13440000000000002,0.2628,0.28952100000000003,-0.12839999999999996,2.0,0.0,0.0,4.0,0.0,0,0,4.92872866894198,2.386364388092613,2.5423642808493665,False,True,False,False,False,False,False,True,False,False,1
4.41,0.57,0.52,0.78,0.47,0.51,0.1,5.19,0.39,0.56,0.15,0.5,0.77,0.2,0.0,-3.0,0,-1.0,0.8497109826589595,1.4615384615384615,0.9285714285714285,5.2,0.94,0.6623376623376623,0.5,0,0,0,0,1.3071240000000002,1.1334960000000003,0.186966,0.057749999999999996,0.1736279999999999,0.129216,-0.0,0.0,-0.0,0.0,1.0,0,0,4.5549786385843625,7.185394611727419,-2.630415973143056,False,True,False,False,False,False,True,False,False,False,0
4.61,0.46,0.63,3.6,0.55,0.76,1.4,5.46,0.46,0.52,2.53,0.39,0.83,0.2,-2.0,3.0,0,-4.0,0.8443223443223444,1.0,1.2115384615384615,1.422924901185771,1.4102564102564104,0.9156626506024097,6.999999999999999,0,1,0,1,1.335978,1.306032,1.5048000000000001,0.8189609999999999,0.029946000000000028,0.6858390000000002,-6.0,-0.0,8.0,4.0,16.0,0,0,0.8324887836490528,1.421205034816494,-0.5887162511674412,False,True,False,False,False,False,True,False,False,False,1
5.46,0.46,0.52,2.53,0.39,0.83,0.2,4.61,0.46,0.63,3.6,0.55,0.76,1.4,2.0,-3.0,0,4.0,1.1843817787418653,1.0,0.8253968253968255,0.7027777777777777,0.7090909090909091,1.0921052631578947,0.14285714285714288,0,0,0,0,1.306032,1.335978,0.8189609999999999,1.5048000000000001,-0.029946000000000028,-0.6858390000000002,-6.0,0.0,8.0,4.0,16.0,0,0,1.421205034816494,0.8324887836490528,0.5887162511674412,False,True,False,False,False,False,True,False,False,False,0
5.19,0.39,0.56,0.15,0.5,0.77,0.2,4.41,0.57,0.52,0.78,0.47,0.51,0.1,0.0,3.0,0,1.0,1.1768707482993197,0.6842105263157896,1.076923076923077,0.1923076923076923,1.0638297872340425,1.5098039215686274,2.0,0,1,0,0,1.1334960000000003,1.3071240000000002,0.057749999999999996,0.186966,-0.1736279999999999,-0.129216,0.0,0.0,0.0,0.0,1.0,0,0,7.185394611727419,4.5549786385843625,2.630415973143056,False,True,False,False,False,False,True,False,False,False,1
4.41,0.57,0.52,0.78,0.47,0.51,0.1,2.76,0.4,0.5,1.33,0.44,0.9,0.6,0.0,-2.0,0,2.0,1.597826086956522,1.4249999999999998,1.04,0.5864661654135338,1.0681818181818181,0.5666666666666667,0.16666666666666669,0,0,0,0,1.3071240000000002,0.5519999999999999,0.186966,0.52668,0.7551240000000002,-0.33971400000000007,-0.0,0.0,0.0,0.0,4.0,0,0,4.5549786385843625,0.8808323227165378,3.6741463158678247,False,True,False,False,False,False,True,False,False,False,1
2.49,0.61,0.57,2.92,0.3,0.3,1.3,5.19,0.53,0.42,0.96,0.28,0.5,1.7,-2.0,-1.0,0,0.0,0.4797687861271676,1.150943396226415,1.357142857142857,3.0416666666666665,1.0714285714285714,0.6,0.7647058823529412,0,0,0,0,0.865773,1.155294,0.2628,0.13440000000000002,-0.28952100000000003,0.12839999999999996,2.0,-0.0,-0.0,4.0,0.0,0,0,2.386364388092613,4.92872866894198,-2.5423642808493665,False,False,True,False,False,False,True,False,False,False,0
2.76,0.4,0.5,1.33,0.44,0.9,0.6,4.41,0.57,0.52,0.78,0.47,0.51,0.1,0.0,2.0,0,-2.0,0.6258503401360543,0.7017543859649124,0.9615384615384615,1.705128205128205,0.9361702127659575,1.7647058823529411,5.999999999999999,0,0,0,0,0.5519999999999999,1.3071240000000002,0.52668,0.186966,-0.7551240000000002,0.33971400000000007,0.0,0.0,-0.0,0.0,4.0,0,0,0.8808323227165378,4.5549786385843625,-3.6741463158678247,False,True,False,False,False,False,True,False,False,False,0
4.41,0.57,0.52,0.78,0.47,0.51,0.1,2.74,0.38,0.46,0.78,0.2,0.54,1.4,2.0,-1.0,10,4.0,1.6094890510948905,1.4999999999999998,1.1304347826086956,1.0,2.3499999999999996,0.9444444444444444,0.07142857142857144,0,0,1,0,1.3071240000000002,0.4789520000000001,0.186966,0.08424000000000002,0.8281720000000001,0.10272599999999997,-2.0,20.0,8.0,4.0,16.0,100,0,4.5549786385843625,2.5996092053842816,1.9553694332000808,False,True,False,False,False,False,True,False,False,False,1
2.74,0.38,0.46,0.78,0.2,0.54,1.4,4.41,0.57,0.52,0.78,0.47,0.51,0.1,-2.0,1.0,-10,-4.0,0.6213151927437642,0.6666666666666667,0.8846153846153846,1.0,0.4255319148936171,1.0588235294117647,13.999999999999998,0,0,0,1,0.4789520000000001,1.3071240000000002,0.08424000000000002,0.186966,-0.8281720000000001,-0.10272599999999997,-2.0,20.0,8.0,4.0,16.0,100,0,2.5996092053842816,4.5549786385843625,-1.9553694332000808,False,True,False,False,False,False,True,False,False,False,0
1.58,0.37,0.6,0.53,0.5,0.23,2.6,2.75,0.54,0.49,1.71,0.35,0.57,1.3,1.0,1.0,-10,-6.0,0.5745454545454546,0.6851851851851851,1.2244897959183674,0.3099415204678363,1.4285714285714286,0.4035087719298246,2.0,0,0,0,1,0.35076,0.72765,0.060950000000000004,0.3411449999999999,-0.37689,-0.2801949999999999,1.0,-10.0,-6.0,1.0,36.0,100,0,2.179310344827586,1.6494576613131742,0.529852683514412,False,False,False,True,False,False,True,False,False,False,0
1.58,0.37,0.6,0.53,0.5,0.23,2.6,2.75,0.54,0.49,1.71,0.35,0.57,1.3,1.0,1.0,-10,-6.0,0.5745454545454546,0.6851851851851851,1.2244897959183674,0.3099415204678363,1.4285714285714286,0.4035087719298246,2.0,0,0,0,1,0.35076,0.72765,0.060950000000000004,0.3411449999999999,-0.37689,-0.2801949999999999,1.0,-10.0,-6.0,1.0,36.0,100,0,2.179310344827586,1.6494576613131742,0.529852683514412,False,False,False,True,False,False,True,False,False,False,0
2.75,0.54,0.49,1.71,0.35,0.57,1.3,1.58,0.37,0.6,0.53,0.5,0.23,2.6,-1.0,-1.0,10,6.0,1.740506329113924,1.4594594594594597,0.8166666666666667,3.2264150943396226,0.7,2.478260869565217,0.5,0,0,1,0,0.72765,0.35076,0.3411449999999999,0.060950000000000004,0.37689,0.2801949999999999,1.0,-10.0,-6.0,1.0,36.0,100,0,1.6494576613131742,2.179310344827586,-0.529852683514412,False,True,False,False,False,False,False,False,True,False,1
2.75,0.54,0.49,1.71,0.35,0.57,1.3,1.58,0.37,0.6,0.53,0.5,0.23,2.6,-1.0,-1.0,10,6.0,1.740506329113924,1.4594594594594597,0.8166666666666667,3.2264150943396226,0.7,2.478260869565217,0.5,0,0,1,0,0.72765,0.35076,0.3411449999999999,0.060950000000000004,0.37689,0.2801949999999999,1.0,-10.0,-6.0,1.0,36.0,100,0,1.6494576613131742,2.179310344827586,-0.529852683514412,False,True,False,False,False,False,False,False,True,False,1
3.41,0.44,0.59,0.0,0.0,0.65,0.3,6.67,0.55,0.61,2.0,0.33,0.81,0.2,3.0,-1.0,0,3.0,0.5112443778110944,0.7999999999999999,0.9672131147540983,0.0,0.0,0.8024691358024691,1.4999999999999998,1,0,0,0,0.885236,2.237785,0.0,0.5346000000000001,-1.3525490000000002,-0.5346000000000001,-3.0,0.0,9.0,9.0,9.0,0,0,8.85236,3.526292152537031,5.3260678474629675,False,True,False,False,False,False,False,False,True,False,0
6.67,0.55,0.61,2.0,0.33,0.81,0.2,3.41,0.44,0.59,0.0,0.0,0.65,0.3,-3.0,1.0,0,-3.0,1.9560117302052784,1.25,1.033898305084746,20.0,3.3,1.2461538461538462,0.6666666666666667,0,0,0,1,2.237785,0.885236,0.5346000000000001,0.0,1.3525490000000002,0.5346000000000001,-3.0,-0.0,9.0,9.0,9.0,0,0,3.526292152537031,8.85236,-5.3260678474629675,False,False,False,True,False,False,True,False,False,False,1
6.55,0.5,0.51,1.35,0.26,0.66,0.5,3.19,0.51,0.51,0.0,0.0,0.69,0.0,0.0,-3.0,60,11.0,2.053291536050157,0.9803921568627451,1.0,13.5,2.6,0.9565217391304349,5.0,0,0,1,0,1.67025,0.829719,0.23166000000000003,0.0,0.840531,0.23166000000000003,-0.0,0.0,0.0,0.0,121.0,3600,0,5.036030874992461,8.297189999999999,-3.261159125007538,False,True,False,False,False,False,True,False,False,False,0
3.19,0.51,0.51,0.0,0.0,0.69,0.0,6.55,0.5,0.51,1.35,0.26,0.66,0.5,0.0,3.0,-60,-11.0,0.4870229007633588,1.02,1.0,0.0,0.0,1.0454545454545454,0.0,0,1,0,1,0.829719,1.67025,0.0,0.23166000000000003,-0.840531,-0.23166000000000003,0.0,-0.0,-0.0,0.0,121.0,3600,0,8.297189999999999,5.036030874992461,3.261159125007538,False,True,False,False,False,False,True,False,False,False,1
6.55,0.5,0.51,1.35,0.26,0.66,0.5,6.46,0.48,0.32,0.0,0.0,1.0,0.0,3.0,1.0,8,5.0,1.0139318885448916,1.0416666666666667,1.59375,13.5,2.6,0.66,5.0,1,0,1,0,1.67025,0.992256,0.23166000000000003,0.0,0.677994,0.23166000000000003,3.0,24.0,15.0,9.0,25.0,64,0,5.036030874992461,9.922559999999999,-4.886529125007538,False,True,False,False,False,False,True,False,False,False,1
6.46,0.48,0.32,0.0,0.0,1.0,0.0,6.55,0.5,0.51,1.35,0.26,0.66,0.5,-3.0,-1.0,-8,-5.0,0.9862595419847329,0.96,0.6274509803921569,0.0,0.0,1.5151515151515151,0.0,0,0,0,1,0.992256,1.67025,0.0,0.23166000000000003,-0.677994,-0.23166000000000003,3.0,24.0,15.0,9.0,25.0,64,0,9.922559999999999,5.036030874992461,4.886529125007538,False,True,False,False,False,False,True,False,False,False,0
6.55,0.5,0.51,1.35,0.26,0.66,0.5,4.05,0.54,0.47,0.0,0.0,0.53,0.0,1.0,0.0,1,9.0,1.617283950617284,0.9259259259259258,1.0851063829787235,13.5,2.6,1.2452830188679245,5.0,0,0,0,0,1.67025,1.02789,0.23166000000000003,0.0,0.64236,0.23166000000000003,0.0,1.0,9.0,1.0,81.0,1,0,5.036030874992461,10.278899999999998,-5.242869125007537,False,True,False,False,False,False,False,True,False,False,0
4.05,0.54,0.47,0.0,0.0,0.53,0.0,6.55,0.5,0.51,1.35,0.26,0.66,0.5,-1.0,0.0,-1,-9.0,0.6183206106870229,1.08,0.9215686274509803,0.0,0.0,0.803030303030303,0.0,0,0,0,1,1.02789,1.67025,0.0,0.23166000000000003,-0.64236,-0.23166000000000003,-0.0,1.0,9.0,1.0,81.0,1,0,10.278899999999998,5.036030874992461,5.242869125007537,False,False,True,False,False,False,True,False,False,False,1
6.55,0.5,0.51,1.35,0.26,0.66,0.5,2.25,0.66,0.35,6.66,0.62,0.6,2.0,-4.0,-3.0,28,6.0,2.911111111111111,0.7575757575757576,1.4571428571428573,0.20270270270270271,0.41935483870967744,1.1,0.25,0,0,1,0,1.67025,0.51975,0.23166000000000003,2.4775199999999997,1.1505,-2.2458599999999995,12.0,-112.0,-24.0,16.0,36.0,784,1,5.036030874992461,0.20164731990440427,4.834383555088056,False,True,False,False,False,False,True,False,False,False,0
2.25,0.66,0.35,6.66,0.62,0.6,2.0,6.55,0.5,0.51,1.35,0.26,0.66,0.5,4.0,3.0,-28,-6.0,0.3435114503816794,1.32,0.6862745098039215,4.933333333333333,2.3846153846153846,0.9090909090909091,4.0,1,1,0,1,0.51975,1.67025,2.4775199999999997,0.23166000000000003,-1.1505,2.2458599999999995,12.0,-112.0,-24.0,16.0,36.0,784,1,0.20164731990440427,5.036030874992461,-4.834383555088056,False,True,False,False,False,False,True,False,False,False,1
2.88,0.5,0.5,3.24,0.38,0.64,0.0,5.49,0.57,0.43,7.77,0.34,1.0,0.5,-6.0,-3.0,0,5.0,0.5245901639344261,0.8771929824561404,1.1627906976744187,0.41698841698841704,1.1176470588235294,0.64,0.0,0,0,0,0,0.72,1.3455989999999998,0.7879680000000001,2.6418,-0.6255989999999998,-1.8538319999999997,18.0,-0.0,-30.0,36.0,25.0,0,0,0.810840030271361,0.4907721205047778,0.32006790976658317,False,True,False,False,False,False,True,False,False,False,0
1.87,0.62,0.49,3.98,0.48,0.5,1.8,4.14,0.55,0.52,2.34,0.39,0.59,0.2,1.0,1.0,0,2.0,0.4516908212560387,1.1272727272727272,0.9423076923076923,1.700854700854701,1.2307692307692306,0.8474576271186441,9.0,0,0,0,0,0.568106,1.1840400000000002,0.9551999999999999,0.538434,-0.6159340000000002,0.41676599999999997,1.0,0.0,2.0,1.0,4.0,0,0,0.5383870356330553,1.8546004755385839,-1.3162134399055285,False,True,False,False,False,False,True,False,False,False,1
4.14,0.55,0.52,2.34,0.39,0.59,0.2,1.87,0.62,0.49,3.98,0.48,0.5,1.8,-1.0,-1.0,0,-2.0,2.2139037433155075,0.8870967741935485,1.0612244897959184,0.5879396984924623,0.8125000000000001,1.18,0.11111111111111112,0,0,0,0,1.1840400000000002,0.568106,0.538434,0.9551999999999999,0.6159340000000002,-0.41676599999999997,1.0,-0.0,2.0,1.0,4.0,0,0,1.8546004755385839,0.5383870356330553,1.3162134399055285,False,True,False,False,False,False,True,False,False,False,0
5.49,0.57,0.43,7.77,0.34,1.0,0.5,2.88,0.5,0.5,3.24,0.38,0.64,0.0,6.0,3.0,0,-5.0,1.9062500000000002,1.14,0.86,2.398148148148148,0.8947368421052632,1.5625,5.0,1,1,0,1,1.3455989999999998,0.72,2.6418,0.7879680000000001,0.6255989999999998,1.8538319999999997,18.0,0.0,-30.0,36.0,25.0,0,0,0.4907721205047778,0.810840030271361,-0.32006790976658317,False,True,False,False,False,False,True,False,False,False,1
1.87,0.62,0.49,3.98,0.48,0.5,1.8,2.48,0.5,0.42,2.49,0.68,0.56,1.0,-2.0,0.0,0,5.0,0.7540322580645161,1.24,1.1666666666666667,1.5983935742971886,0.7058823529411764,0.8928571428571428,1.8,0,0,0,0,0.568106,0.5207999999999999,0.9551999999999999,0.9481920000000003,0.04730600000000007,0.007007999999999681,-0.0,-0.0,-10.0,4.0,25.0,0,0,0.5383870356330553,0.4968555379167174,0.04153149771633796,False,True,False,False,False,False,True,False,False,False,1
2.88,0.5,0.5,3.24,0.38,0.64,0.0,4.64,0.44,0.51,3.17,0.42,0.5,0.5,-2.0,-1.0,0,-2.0,0.6206896551724138,1.1363636363636365,0.9803921568627451,1.0220820189274449,0.9047619047619048,1.28,0.0,0,0,0,0,0.72,1.041216,0.7879680000000001,0.6657,-0.32121599999999995,0.12226800000000015,2.0,-0.0,4.0,4.0,4.0,0,0,0.810840030271361,1.359822384745984,-0.5489823544746231,False,True,False,False,False,False,True,False,False,False,0
2.48,0.5,0.42,2.49,0.68,0.56,1.0,1.87,0.62,0.49,3.98,0.48,0.5,1.8,2.0,0.0,0,-5.0,1.3262032085561497,0.8064516129032259,0.8571428571428571,0.6256281407035177,1.4166666666666667,1.12,0.5555555555555556,0,0,0,1,0.5207999999999999,0.568106,0.9481920000000003,0.9551999999999999,-0.04730600000000007,-0.007007999999999681,0.0,0.0,-10.0,4.0,25.0,0,0,0.4968555379167174,0.5383870356330553,-0.04153149771633796,False,True,False,False,False,False,True,False,False,False,0
4.64,0.44,0.51,3.17,0.42,0.5,0.5,2.88,0.5,0.5,3.24,0.38,0.64,0.0,2.0,1.0,0,2.0,1.6111111111111112,0.88,1.02,0.978395061728395,1.1052631578947367,0.78125,5.0,0,0,0,0,1.041216,0.72,0.6657,0.7879680000000001,0.32121599999999995,-0.12226800000000015,2.0,0.0,4.0,4.0,4.0,0,0,1.359822384745984,0.810840030271361,0.5489823544746231,False,True,False,False,False,False,True,False,False,False,1
2.88,0.5,0.5,3.24,0.38,0.64,0.0,3.89,0.43,0.49,1.39,1.0,0.33,2.8,-9.0,-6.0,-15,1.0,0.7403598971722365,1.1627906976744187,1.0204081632653061,2.3309352517985613,0.38,1.9393939393939394,0.0,0,0,0,0,0.72,0.819623,0.7879680000000001,0.4587,-0.09962300000000002,0.3292680000000001,54.0,135.0,-9.0,81.0,1.0,225,0,0.810840030271361,1.4670180776803294,-0.6561780474089685,False,True,False,False,False,False,True,False,False,False,1
3.89,0.43,0.49,1.39,1.0,0.33,2.8,2.88,0.5,0.5,3.24,0.38,0.64,0.0,9.0,6.0,15,-1.0,1.3506944444444446,0.86,0.98,0.4290123456790123,2.6315789473684212,0.515625,27.999999999999996,1,1,1,0,0.819623,0.72,0.4587,0.7879680000000001,0.09962300000000002,-0.3292680000000001,54.0,135.0,-9.0,81.0,1.0,225,0,1.4670180776803294,0.810840030271361,0.6561780474089685,False,True,False,False,False,False,True,False,False,False,0
6.64,0.39,0.54,0.0,0.0,1.0,0.0,4.56,0.57,0.53,0.3,0.14,0.5,0.3,1.0,0.0,0,-5.0,1.456140350877193,0.6842105263157896,1.0188679245283019,0.0,0.0,2.0,0.0,0,0,0,1,1.398384,1.377576,0.0,0.021,0.02080800000000016,-0.021,0.0,0.0,-5.0,1.0,25.0,0,0,13.98384,11.384925619834709,2.598914380165292,False,True,False,False,False,False,True,False,False,False,0
4.56,0.57,0.53,0.3,0.14,0.5,0.3,6.64,0.39,0.54,0.0,0.0,1.0,0.0,-1.0,0.0,0,5.0,0.6867469879518072,1.4615384615384615,0.9814814814814815,2.9999999999999996,1.4000000000000001,0.5,2.9999999999999996,0,0,0,0,1.377576,1.398384,0.021,0.0,-0.02080800000000016,0.021,-0.0,-0.0,-5.0,1.0,25.0,0,0,11.384925619834709,13.98384,-2.598914380165292,False,True,False,False,False,False,True,False,False,False,1
1.87,0.62,0.49,3.98,0.48,0.5,1.8,4.1,0.48,0.47,0.79,0.55,0.67,1.7,-2.0,-3.0,0,5.0,0.45609756097560983,1.2916666666666667,1.0425531914893618,5.037974683544303,0.8727272727272726,0.7462686567164178,1.0588235294117647,0,0,0,0,0.568106,0.9249599999999998,0.9551999999999999,0.29111500000000007,-0.3568539999999998,0.6640849999999998,6.0,-0.0,-10.0,4.0,25.0,0,0,0.5383870356330553,2.3649310305153204,-1.826543994882265,False,True,False,False,False,False,True,False,False,False,0
4.1,0.48,0.47,0.79,0.55,0.67,1.7,1.87,0.62,0.49,3.98,0.48,0.5,1.8,2.0,3.0,0,-5.0,2.192513368983957,0.7741935483870968,0.9591836734693877,0.1984924623115578,1.1458333333333335,1.34,0.9444444444444444,0,1,0,1,0.9249599999999998,0.568106,0.29111500000000007,0.9551999999999999,0.3568539999999998,-0.6640849999999998,6.0,0.0,-10.0,4.0,25.0,0,0,2.3649310305153204,0.5383870356330553,1.826543994882265,False,True,False,False,False,False,True,False,False,False,1
1.87,0.62,0.49,3.98,0.48,0.5,1.8,4.94,0.39,0.44,0.0,0.0,0.53,0.0,-1.0,-3.0,0,1.0,0.37854251012145745,1.5897435897435896,1.1136363636363635,39.8,4.8,0.9433962264150942,18.0,0,0,0,0,0.568106,0.8477040000000001,0.9551999999999999,0.0,-0.2795980000000001,0.9551999999999999,3.0,-0.0,-1.0,1.0,1.0,0,0,0.5383870356330553,8.47704,-7.938652964366945,False,True,False,False,False,False,True,False,False,False,1
4.94,0.39,0.44,0.0,0.0,0.53,0.0,1.87,0.62,0.49,3.98,0.48,0.5,1.8,1.0,3.0,0,-1.0,2.641711229946524,0.6290322580645161,0.8979591836734694,0.0,0.0,1.06,0.0,0,1,0,0,0.8477040000000001,0.568106,0.0,0.9551999999999999,0.2795980000000001,-0.9551999999999999,3.0,0.0,-1.0,1.0,1.0,0,0,8.47704,0.5383870356330553,7.938652964366945,False,True,False,False,False,False,True,False,False,False,0
1.87,0.62,0.49,3.98,0.48,0.5,1.8,2.96,0.42,0.49,2.3,0.32,0.37,1.2,-1.0,-3.0,-10,-2.0,0.6317567567567568,1.4761904761904763,1.0,1.7304347826086959,1.5,1.3513513513513513,1.5,0,0,0,0,0.568106,0.6091679999999999,0.9551999999999999,0.27232,-0.04106199999999993,0.6828799999999999,3.0,10.0,2.0,1.0,4.0,100,0,0.5383870356330553,1.636140954018049,-1.0977539183849936,False,True,False,False,False,False,False,False,True,False,0
2.96,0.42,0.49,2.3,0.32,0.37,1.2,1.87,0.62,0.49,3.98,0.48,0.5,1.8,1.0,3.0,10,2.0,1.5828877005347592,0.6774193548387096,1.0,0.5778894472361809,0.6666666666666667,0.74,0.6666666666666666,0,1,1,0,0.6091679999999999,0.568106,0.27232,0.9551999999999999,0.04106199999999993,-0.6828799999999999,3.0,10.0,2.0,1.0,4.0,100,0,1.636140954018049,0.5383870356330553,1.0977539183849936,False,False,False,True,False,False,True,False,False,False,1
1.87,0.62,0.49,3.98,0.48,0.5,1.8,5.1,0.49,0.57,2.59,0.53,0.81,0.3,-4.0,-2.0,0,-1.0,0.3666666666666667,1.2653061224489797,0.8596491228070176,1.5366795366795367,0.9056603773584905,0.6172839506172839,6.0,0,0,0,0,0.568106,1.4244299999999996,0.9551999999999999,1.111887,-0.8563239999999996,-0.15668700000000013,8.0,-0.0,4.0,16.0,1.0,0,0,0.5383870356330553,1.1753818631605086,-0.6369948275274533,False,True,False,False,False,False,True,False,False,False,1
6.64,0.39,0.54,0.0,0.0,1.0,0.0,4.34,0.46,0.58,1.23,0.35,0.6,0.2,0.0,-2.0,0,-7.0,1.5299539170506913,0.8478260869565217,0.9310344827586208,0.0,0.0,1.6666666666666667,0.0,0,0,0,1,1.398384,1.1579119999999998,0.0,0.2583,0.24047200000000024,-0.2583,-0.0,0.0,-0.0,0.0,49.0,0,0,13.98384,3.231682947250907,10.752157052749094,False,True,False,False,False,False,True,False,False,False,1
3.41,0.44,0.59,0.0,0.0,0.65,0.3,5.53,0.48,0.41,0.77,0.55,0.75,1.1,-4.0,-5.0,-10,1.0,0.6166365280289331,0.9166666666666667,1.4390243902439024,0.0,0.0,0.8666666666666667,0.2727272727272727,0,0,0,0,0.885236,1.088304,0.0,0.31762500000000005,-0.20306799999999992,-0.31762500000000005,20.0,40.0,-4.0,16.0,1.0,100,0,8.85236,2.605935947321161,6.246424052678838,False,True,False,False,False,False,False,True,False,False,0
4.34,0.46,0.58,1.23,0.35,0.6,0.2,6.64,0.39,0.54,0.0,0.0,1.0,0.0,0.0,2.0,0,7.0,0.6536144578313253,1.1794871794871795,1.074074074074074,12.299999999999999,3.4999999999999996,0.6,2.0,0,0,0,0,1.1579119999999998,1.398384,0.2583,0.0,-0.24047200000000024,0.2583,0.0,0.0,0.0,0.0,49.0,0,0,3.231682947250907,13.98384,-10.752157052749094,False,True,False,False,False,False,True,False,False,False,0
5.1,0.49,0.57,2.59,0.53,0.81,0.3,1.87,0.62,0.49,3.98,0.48,0.5,1.8,4.0,2.0,0,1.0,2.727272727272727,0.7903225806451613,1.163265306122449,0.6507537688442211,1.1041666666666667,1.62,0.16666666666666666,1,0,0,0,1.4244299999999996,0.568106,1.111887,0.9551999999999999,0.8563239999999996,0.15668700000000013,8.0,0.0,4.0,16.0,1.0,0,0,1.1753818631605086,0.5383870356330553,0.6369948275274533,False,True,False,False,False,False,True,False,False,False,0
5.53,0.48,0.41,0.77,0.55,0.75,1.1,3.41,0.44,0.59,0.0,0.0,0.65,0.3,4.0,5.0,10,-1.0,1.621700879765396,1.0909090909090908,0.6949152542372882,7.7,5.5,1.1538461538461537,3.666666666666667,1,1,1,0,1.088304,0.885236,0.31762500000000005,0.0,0.20306799999999992,0.31762500000000005,20.0,40.0,-4.0,16.0,1.0,100,0,2.605935947321161,8.85236,-6.246424052678838,False,False,True,False,False,False,True,False,False,False,1
5.3,0.43,0.43,2.5,0.62,0.0,0.0,3.07,0.55,0.36,0.0,0.0,0.28,3.0,-2.0,1.0,0,3.0,1.726384364820847,0.7818181818181817,1.1944444444444444,25.0,6.199999999999999,0.0,0.0,0,0,0,0,0.9799699999999999,0.6078600000000001,0.0,0.0,0.37210999999999983,0.0,-2.0,-0.0,-6.0,4.0,9.0,0,0,9.799699999999998,6.078600000000001,3.721099999999997,False,False,True,False,False,False,True,False,False,False,0
3.07,0.55,0.36,0.0,0.0,0.28,3.0,5.3,0.43,0.43,2.5,0.62,0.0,0.0,2.0,-1.0,0,-3.0,0.5792452830188679,1.2790697674418605,0.8372093023255813,0.0,0.0,2.8000000000000003,30.0,0,0,0,1,0.6078600000000001,0.9799699999999999,0.0,0.0,-0.37210999999999983,0.0,-2.0,0.0,-6.0,4.0,9.0,0,0,6.078600000000001,9.799699999999998,-3.721099999999997,False,True,False,False,False,False,False,True,False,False,1
